episode,reward,opponent
646,-13.694086265943039,agent2
647,-12.91329367265288,agent_trained_vs_league1
648,-12.983334616639782,agent_trained_vs_league1
649,-11.932009727473476,agent_trained_vs_league2
650,-14.153562770286095,weak_bot
651,7.894984220672232,strong_bot
652,-14.850253950271545,agent_trained_vs_league1
653,-3.6604432904938387,agent_trained_vs_strong_bot
654,-10.84306393694734,agent_trained_vs_league2
655,-12.101067785236152,agent_trained_vs_league1
656,-11.65139538504347,agent3
657,-14.348063555978888,weak_bot
658,-13.266535062794492,agent2
659,-14.115579284825982,agent_trained_vs_strong_bot
660,-10.653423419713334,agent2
661,-11.955851913507065,atk_bot
662,-14.129203374896264,agent4
663,-11.178251657539832,agent4
664,-14.035123446646725,agent2
665,-12.145477760781779,agent_trained_vs_strong_bot
666,8.69715049966389,atk_bot
667,-8.44801727094627,def_bot
668,-12.458396961954,atk_bot
669,-12.77992134140947,agent3
670,-11.853701033139549,agent_trained_vs_league1
671,-12.682470084756677,agent2
672,9.977146849561116,agent_trained_vs_strong_bot
673,-19.55658355105236,agent2
674,-13.111876096372054,agent_trained_vs_league1
675,8.537849477240787,agent_trained_vs_strong_bot
676,8.536580308352464,agent_trained_vs_defense_bot
677,-26.273187094900297,agent2
678,-10.532903006579454,agent2
679,-13.293824523367359,agent_trained_vs_league2
680,-7.714459125974834,strong_bot
681,-10.847518522977175,agent2
682,7.341246345018659,prev_self
683,-12.386868854143447,agent_trained_vs_league2
684,-12.049931664203708,agent3
685,-12.485748850456535,agent_trained_vs_strong_bot
686,-21.34456261313234,agent4
687,9.013605269031967,atk_bot
688,-13.373270290783395,agent_trained_vs_league1
689,-18.27530961276187,def_bot
690,-14.039681977605879,agent_trained_vs_league2
691,9.496079995733737,agent_trained_vs_strong_bot
692,-12.873783453889251,agent_trained_vs_strong_bot
693,-11.980906870663127,agent_trained_vs_attack_bot
694,-14.263517197025191,agent2
695,-11.568970523424817,prev_self
696,-9.988149383707718,def_bot
697,8.919858329886665,agent_trained_vs_league2
698,9.5573393595171,agent4
699,-13.248691805770665,agent_trained_vs_league2
700,-12.97860959636055,def_bot
701,8.072460666840946,agent2
702,-16.065365664760378,agent3
703,-11.392794361561547,agent_trained_vs_defense_bot
704,-17.275882483138844,def_bot
705,-12.025017873232876,agent2
706,-13.135739363449058,agent_trained_vs_strong_bot
707,-22.85740813611093,agent_trained_vs_defense_bot
708,-11.339860578651855,agent4
709,-13.238907616314048,agent_trained_vs_league1
710,8.771410493637276,prev_self
711,-12.101712856560717,weak_bot
712,-20.593837546565844,prev_self
713,-12.575546288610225,agent_trained_vs_league1
714,-12.600449236521136,agent4
715,-11.700879257154392,agent_trained_vs_league2
716,-16.23749000769777,agent_trained_vs_defense_bot
717,-11.564419893323347,agent_trained_vs_league1
718,7.099731849711218,agent4
719,-10.68099472256569,agent2
720,-12.623577598257143,agent2
721,-13.455006367560092,weak_bot
722,-11.983981827315574,strong_bot
723,-12.471753688971663,atk_bot
724,-10.694228895331914,agent3
725,-12.826625323953685,prev_self
726,0.0,agent5_shit_agent
727,-13.111128567882771,agent_trained_vs_league1
728,-6.550255415286175,weak_bot
729,-12.758621082983044,agent3
730,-13.176746254908114,agent_trained_vs_league2
731,-10.895384547551197,agent3
732,-12.20274731158953,agent_trained_vs_league2
733,-6.495790551687258,def_bot
734,9.919062686064988,agent3
735,-12.487196245450901,agent3
736,10.0,def_bot
737,9.930485453127254,agent2
738,8.516042514502333,agent2
739,-11.875585289550191,agent_trained_vs_league2
740,-4.448666463327978,atk_bot
